ISBN,title,author,price,category,availability,source
0439455219,Scooby Doo And The Legend Of The Vampire,Jenny Markas,,,,csv
0312120028,Death in Venice: A Case Study in Contemporary Criticism (Death in Venice),Thomas Mann,,,,csv
0517514974,Practical Black Bass Fishing,Mark Sosin,,,,csv
0004585445,"Collins Gem Dictionary, Spanish-English",Mike Gonzalez,,,,csv
1561739065,Sorting (Look &amp; Learn Series),George Siede,,,,csv
0934878889,In Siberia It Is Very Cold,Lester Goldberg,,,,csv
0439204216,"The Great Shark Escape (Magic School Bus: Science Chapter Book, Book 7)",Jennifer Johnston,,,,csv
1561739057,Matching (Look &amp; Learn Series),George Siede,,,,csv
0446401129,Play Dead,Peter Dickinson,,,,csv
0307119920,My First Golden Dictionary,Tina Thoburn,,,,csv
0743442385,The Witch That Launched a Thousand Ships,Nancy Krulik,,,,csv
039480001x,The Cat in the Hat,Dr. Seuss,,,,csv
0439343089,Count to 100 With the Nba! (NBA),Erin Soderberg,,,,csv
0786802529,Countdown,Ben Mikaelsen,,,,csv
0373181124,"Their Miracle Baby    Maybe Baby (Larger Print, 612)",Jodi Dawson,,,,csv
0816741387,"Ghost Knight (Deadtime Stories , No 4)",A. G. Cascone,,,,csv
0942494946,You Can Heal Your Life,Louise L. Hay,,,,csv
156282659X,The Swoose,Dick King-Smith,,,,csv
0743442407,Topsy-Turvy,Paul Ruditis,,,,csv
0809015498,The Big Sea : An Autobiography (American Century),Langston Hughes,,,,csv
0670297747,Escape If You Can: 13 Tales of the Preternatural,Eva-Lis Wuorio,,,,csv
0809131382,"The Sower's Seeds: One Hundred Inspiring Stories for Preaching, Teaching, and Public Speaking",Brian Cavanaugh,,,,csv
0872205029,Philosophical Essays and Correspondence (Descartes) (Hackett Publishing Co.),Rene Descartes,,,,csv
0743442415,Hounded by Baskervilles,Mercer Warriner,,,,csv
0890814988,Trial by trial,Don Stephens,,,,csv
1551114798,Northanger Abbey,Jane Austen,,,,csv
0743424301,Tiger Tale,Mel Odom,,,,csv
0812516680,The Parasite,J. Ramsey Campbell,,,,csv
0064408051,"Love or Fate (Goddesses, 4)",Clea Hantman,,,,csv
0816714657,Little Lord Fauntleroy (Watermill),Frances Hodgson Burnett,,,,csv
0811201325,Collected Poems of Wilfred Owen (New Directions Book),Wilfred Owen,,,,csv
0140247793,"Winesburg, Ohio: Text and Criticism (Viking Critical Library)",Sherwood Anderson,,,,csv
0816765219,Dreaming of America: An Ellis Island Story (International Reading Association Teacher's Choice Award),Eve Bunting,,,,csv
0879684666,Poems of Mihail Eminescu,Mihai Eminescu,,,,csv
1559702524,The Threepenny Opera,Bertolt Brecht,,,,csv
0671645242,ALAMO HOUSE,Sarah Bird,,,,csv
0807516961,Do Pirates Take Baths?,Kathy Tucker,,,,csv
0807068772,New and Selected Poems : Volume One,Mary Oliver,,,,csv
0816763259,Wanyana and Matchmaker Frog: A Bagandan Legend (Legends of the World),Melinda Lilly,,,,csv
0140437487,The Narrative of Arthur Gordon Pym of Nantucket (Penguin Classics),Edgar Allan Poe,,,,csv
0822596091,There Are Golf Balls on the Moon: And Other Facts and Curiosities (I Bet You Didn't Know That),Carol Iverson,,,,csv
0449124118,The Boogey Man (Fawcett Gold Medal Book),R. W. Battin,,,,csv
0590061984,Frog and Toad Together,Arnold Lobel,,,,csv
0195146905,The Strange Career of Jim Crow,C. Vann Woodward,,,,csv
0312852029,Elvissey,Jack Womack,,,,csv
1589523458,"50 Words About Plants (Armentrout, David, 50 Words About.)",David Armentrout,,,,csv
0140187952,Theory of the Leisure Class (Penguin Classics),Thorstein Veblen,,,,csv
0393320782,"Code of the Street: Decency, Violence, and the Moral Life of the Inner City",Elijah Anderson,,,,csv
068985627X,Star Trek: Nemesis,John Vornholt,,,,csv
0394853822,Betsy and the Doctor (Her Betsy Books),Gunilla Wolde,,,,csv
0714833657,The Painters of Modern Life (Arts &amp; Letters),Charles Baudelaire,,,,csv
0471540528,Looking at the Body,David  Suzuki,,,,csv
0590602101,Last Chance for Magic,Ruth Chew,,,,csv
0688138063,The Doorbell Rang (Spanish edition) : Llaman a la puerta,Pat Hutchins,,,,csv
0849903580,Approaching Hoofbeats: The Four Horsemen of the Apocalypse,Billy Graham,,,,csv
043930346X,"Book of the Dead: The Mummy (Universal Monsters, 4)",Larry Mike Garmon,,,,csv
3822874361,"The Complete Reprint of Exotique: The First 36 Issues, 1951-1957 (Special Series)",Kim Christy,,,,csv
059093936X,"Garbage Snooper Surprise (Spencer's Adventures, No 2)",Gary Hogg,,,,csv
0679739904,Dubliners,James Joyce,,,,csv
0375400478,"Victory: An Island Tale (Everyman's Library (Cloth), 144)",Joseph Conrad,,,,csv
0817861750,"Ron Guidry, Louisiana Lightning",Maury Allen,,,,csv
0679763449,Travels Along the Edge : 40 Ultimate Adventures for the Modern Nomad--From Crossing the Sahara to Bicycling Through Vietnam (Vintage Departures),DAVID NOLAND,,,,csv
0140444955,The Federalist Papers (Penguin Classics),Alexander Hamilton,,,,csv
0192827871,Uncle Tom's Cabin (World's Classics),Harriet Beecher Stowe,,,,csv
0962451797,Toward a New World Order: The Countdown to Armageddon,Donald McAlvany,,,,csv
0689855184,Dreamwalk,Paul Ruditis,,,,csv
0140444335,The Conquest of Gaul (Classics S.),Julius Caesar,,,,csv
0609803514,The Complete Prophecies of Nostradamus,Nostradamus,,,,csv
0373181027,With This Baby   (What Women Want),Caroline Anderson,,,,csv
0689855192,Quarantine,Laura J. Burns,,,,csv
0393971678,"The Peloponnesian War: A New Translation, Backgrounds, Interpretations (Norton Critical Editions)",Thucydides,,,,csv
0192817612,On the Nature of the Universe (Oxford World's Classics),Lucretius,,,,csv
0964596032,"The Academy: Tales of the Marketplace (The Marketplace Series, 4)",Laura Antoniou,,,,csv
0307201619,Sea Creatures (Totally Amazing),Iqbal Hussain,,,,csv
0842385258,The World Council of Churches and the demise of evangelism,Harvey Thomas Hoekstra,,,,csv
3453868374,Das Sigma- Protokoll.,Robert Ludlum,,,,csv
0882330918,Envy,Iurii Karlovich Olesha,,,,csv
0743418107,Witch Way Did She Go?,Paul Ruditis,,,,csv
4770027737,Beyond Polite Japanese: A Dictionary of Japanese Slang and Colloquialisms,Akihiko Yonekawa,,,,csv
0393966348,The Good Soldier (Norton Critical Edition),Ford Madox Ford,,,,csv
0812047435,Japanese Vocabulary,Nobuo Akiyama,,,,csv
0439209994,Scooby-Doo! and Santa's Bake Shop (Scooby Doo),Jesse Leon McCann,,,,csv
0689856652,Monster Island,Christopher Golden,,,,csv
0893759937,"Alice's Adventures in Wonderland and Through the Looking Glass: And, Through the Looking-Glass (Watermill Classic)",Lewis Carroll,,,,csv
014243714X,The Tale of Genji (Penguin Classics),Murasaki Shikibu,,,,csv
0553157310,"The Love Potion (Abracadabra, No 2)",Eve Becker,,,,csv
0801417643,Altruistic Imagination: A History of Social Work and Social Policy in the United States,John H. Ehrenreich,,,,csv
0971723400,The Ghost Hunter and the Ghost of Gettysburg,Trish Kline,,,,csv
0156309203,Film Form: Essays in Film Theory,Sergei Eisenstein,,,,csv
0804817251,Kanji Power: A Workbook for Mastering Japanese Characters (Tuttle Language Library),John Millen,,,,csv
059090731X,Triplet Trouble and the Bicycle Race (Triplet Trouble),Debbie Dadey,,,,csv
059046860X,Un fantasma en la casa,Betty Ren Wright,,,,csv
039397779X,The Jungle (Norton Critical Editions),Upton Sinclair,,,,csv
0743418115,From the Horse's Mouth (Sabrina The Teenage Witch),Diana G. Gallagher,,,,csv
0201461390,The Strange Case of Mrs. Hudson's Cat: And Other Science Mysteries Solved by Sherlock Holmes (Helix Book.),Colin Bruce,,,,csv
0072354259,Yookoso! Continuing with Contemporary Japanese (Student Edition + Listening Comprehension Audio CD),Yasu-Hiko  Tohsaku,,,,csv
0743418093,Milady's Dragon,Cathy East Dubowski,,,,csv
1582347662,The Cramp Twins: Swamp Fever (Cramp Twins),Brian Wood,,,,csv
0486600815,Principle of Relativity (Dover Books on Physics),Albert Einstein,,,,csv
0689829337,The Year Of Miss Agnes,Kirkpatrick Hill,,,,csv
4770026838,The Handbook of Japanese Verbs,Taeko Kamiya,,,,csv
0439429919,Togepi Springs to Action (PokÃ©mon Reader),Tracey West,,,,csv
0140514058,The New York Times 1998 Almanac (Paper),John W. Wright,,,,csv
0834804530,Mangajin's Basic Japanese Through Comics (Part 2),Mangajin,,,,csv
0743412524,Love,Francine Pascal,,,,csv
0812090462,Master the Basics: Japanese (Master the Basics Series),Nobuo Akiyama,,,,csv
1570644853,"The Stolen Trophy (Wishbone Mysteries Promotion , No 5)",Michael Jan Friedman,,,,csv
0761304126,Grandfather's Work: A Traditional Healer in Nigeria,Ifeoma Onyefulu,,,,csv
0804833966,Making Out in Japanese (Making Out (Tuttle)),Todd Geers,,,,csv
0743418123,Dream Boat,Mel Odom,,,,csv
0072354283,Yookoso! An Invitation to Contemporary Japanese (Student Edition + Listening Comprehension Audio CD),Yasu-Hiko  Tohsaku,,,,csv
0844285056,Japanese in Plain English,Boye Lafayette De Mente,,,,csv
0849929458,When God First Thought of You,Lloyd John Ogilvie,,,,csv
0439455235,Scooby-Doo And The Ghastly Giant,Jesse Leon McCann,,,,csv
0804820902,Tuttle Kanji Cards II,Alexander Kask,,,,csv
0671036416,Sabrina's Guide to the Universe (Sabrina The Teenage Witch),Patricia Barnes-Svarney,,,,csv
4770019076,Japanese for Busy People: The Workbook : Drills for Oral Fluency (Japanese for Busy People),Association for Japanese-Language,,,,csv
0805451927,God's Best to You,Jerry Hayner,,,,csv
0814618464,Paul and the Christian Woman,Brendan S. J. Byrne,,,,csv
0671040723,Pirate Pandemonium,Mel Odom,,,,csv
0345411021,The Wall Street Journal Almanac 1999 (Serial),The Staff of the Wall Street Journal,,,,csv
0842319662,Journey,Myrna Grant,,,,csv
158952344X,"50 Words About Insects (Armentrout, David, 50 Words About.)",David Armentrout,,,,csv
1589523431,"50 Words About Space (Armentrout, David, 50 Words About.)",David Armentrout,,,,csv
1555837239,Stir-Fry: A Novel,Emma Donoghue,,,,csv
1589523415,"50 Words About Animals (Armentrout, David, 50 Words About.)",David Armentrout,,,,csv
0072509147,Economics with PowerWeb,Paul A Samuelson,,,,csv
0060005327,"That'll Do, Moss",Betty Levin,,,,csv
0486228282,The Tale of Squirrel Nutkin.,Beatrix Potter,,,,csv
0735816263,Robbie and Ronnie,Christine Kliphuis,,,,csv
0140187243,Billiards at Half-Past Nine (Penguin Twentieth-Century Classics),Heinrich Boll,,,,csv
0791016668,Maya Indians (The Junior Library of American Indians),Victoria Sherrow,,,,csv
0821762052,The Duke's Lady (Zebra Splendor Historical Romances),Brenda K. Jernigan,,,,csv
0761328513,"Big Event, The (Me and My Horse)",Toni Webber,,,,csv
1589523423,"50 Words About Dinosaurs (Armentrout, David, 50 Words About.)",David Armentrout,,,,csv
0195021827,Tom Paine and Revolutionary America,Eric Foner,,,,csv
0823961737,"Point Pinos Light: The West Coast's Oldest Continuously Active Lighthouse (Weintraub, Aileen, Great Lighthouses of North America.)",Aileen Weintraub,,,,csv
0595267904,Enjay,John Joseph Perkins,,,,csv
0761307125,Sharks Keep Losing Teeth And (I Didn't Know That),Claire Llewellyn,,,,csv
0395358043,An introduction to the foundations of education,Allan C Ornstein,,,,csv
0064432483,I Like to Be Little,Charlotte Zolotow,,,,csv
0590397303,Wild Weather: Blizzards! (Hello Reader! Science. Level 4),Lorraine Jean Hopping,,,,csv
0064450120,"Flash, Crash, Rumble, and Roll (Lets Read and Find Out)",Franklyn Mansfield Branley,,,,csv
0671038370,Mascot Mayhem,Esther Friesner,,,,csv
0140553223,The Horrendous Hullabaloo (Picture Puffins),Margaret Mahy,,,,csv
0553225472,I Know Why the Caged Bird Sings,Maya Angelou,,,,csv
1551430517,Back to the Cabin,Ann Blades,,,,csv
0452260612,Straight Talk About Drinking: Teenagers Speak Out About Alcohol,Wayne Coffey,,,,csv
0694004480,The Mixed-Up Chameleon,Eric Carle,,,,csv
0835804836,Waiting and loving: Thoughts occasioned by the illness and death of a parent,Martha Whitmore Hickman,,,,csv
0789119587,Kayaking: Riding the Rapids (Cover-to-cover books),Sarah Beurskens,,,,csv
039566957X,The Boy of the Three-Year Nap,Dianne Snyder,,,,csv
0882701835,A man called Mr. Pentecost,David Du Plessis,,,,csv
0789119579,Mountain Climbing: Scaling the Heights,Monica Devine,,,,csv
0964955849,America Undercover: Adventures of the Unknown Humorist,Gary Schwartz,,,,csv
1893221024,"Dorcas Good, The Diary of a Salem Witch",Rose Earhart,,,,csv
0395278023,Cowardly Clyde,Bill Peet,,,,csv
0515032867,The Vision,David Wilderson,,,,csv
0595125638,The Blood Waltz,Ria Dimitra,,,,csv
0809120925,Keeping Your Personal Journal,George F. Simons,,,,csv
8478081720,El libro de la abundancia,Martin Freeman,,,,csv
0020126131,The Sixth Directorate (Collier Spymasters Series),Joseph Hone,,,,csv
187936011X,"Free the Animals! : The Untold Story of the U.S. Animal Liberation Front and Its Founder, \Valerie\""""",Ingrid Newkirk,,,,csv
0816720088,"Liza's Lucky Break (Sitting Pretty, No. 3)",Suzanne Weyn,,,,csv
0440404940,"Double Date (Pen Pals, No 18)",Sharon Dennis Wyeth,,,,csv
0553232207,"Lord, Let Me Love",Marjorie Holmes,,,,csv
0195094972,"Free Soil, Free Labor, Free Men: The Ideology of the Republican Party Before the Civil War",Eric Foner,,,,csv
0131940104,Critical Reading and Writing for Advanced Esl Students,Scull,,,,csv
0671467190,3RD GIRL (Hercule Poirot Mysteries (Paperback)),Agatha Christie,,,,csv
0807111899,Nothing but Freedom: Emancipation and Its Legacy (Walter Lynwood Fleming Lectures in Southern History (Paperback)),Eric Foner,,,,csv
0439420725,"Scooby-Doo! and the Headless Horseman (Scooby-Doo Mysteries, 25)",James Gelsey,,,,csv
0828016100,Beware of the Crystal Dragon,Maylan Schurch,,,,csv
0310276810,The Battle for the Bible,Harold Lindsell,,,,csv
1560254459,If He Hollers Let Him Go: A Novel,Chester Himes,,,,csv
0671626701,Real Ghosts,Daniel Cohen,,,,csv
0800783700,Medical Wisdom From the Bible,Russell J Thomsen,,,,csv
0394759990,Cotton Comes to Harlem,Chester B. Himes,,,,csv
0446677558,Counting Coup : A True Story of Basketball and Honor on the Little Big Horn,Larry Colton,,,,csv
0671040707,Knock on Wood,Esther Friesner,,,,csv
0891078312,"Hattie Marshall and the Prowling Panther (A Hattie Marshall Frontier Adventure, Book 1)",Debra Smith,,,,csv
0395735114,David Wiesner's Tuesday/Book and Frog: Book &amp; Doll Gift Box,David Wiesner,,,,csv
0892211946,David Wilkerson: A Final Warning to America,Nicky Cruz,,,,csv
0671040693,Reality Check,Diana G. Gallagher,,,,csv
0207170517,Edward the Emu,Sheena Knowles,,,,csv
0671040685,Mummy Dearest,Mel Odom,,,,csv
0896936899,Lamb on a Ledge &amp; Other Animal Tails (Animal Tails #8),Grace Fox Anderson,,,,csv
0071383263,What Happened to Recess and Why Are Our Children Struggling in Kindergarten?,Susan  Ohanian,,,,csv
3407782152,FÃ?Â¼nfeinhalb Tage zur Erdbeerzeit,Karla Schneider,,,,csv
091629126X,Wilfrid Gordon McDonald Partridge (Public Television Storytime Books (Paperback)),Mem Fox,,,,csv
1404800093,"Whose Nose Is This?: A Look at Beaks, Snouts, and Trunks (Hall, Peg. Whose Is It?,)",Peg Hall,,,,csv
0520224655,Food Politics: How the Food Industry Influences Nutrition and Health (California Studies in Food and Culture),Marion Nestle,,,,csv
0756500877,Thanksgiving (Holidays and Festivals),Alice K. Flanagan,,,,csv
0785300201,"Little Red Riding Hood (Fairy Tale Treasury, Volume 1)",Jane Jerrard,,,,csv
073681213X,Sacagawea: 1788-1812 (Blue Earth Books: American Indian Biographies),Rosemary Wallner,,,,csv
1563978296,The Summer My Father Was Ten,Pat Brisson,,,,csv
0671047523,Down Under,Ellen Titlebaum,,,,csv
3442420164,Schattenspiel. Roman.,Charlotte Link,,,,csv
0440111846,A Carol in the Dark,Cathleen Jordan,,,,csv
0780778537,Tales of Edgar Alan Poe,L. L. Owens,,,,csv
0842320261,Karen! Karen!,Karen Maine,,,,csv
0345342291,Cod Streuth,Bamber Gascoigne,,,,csv
0439407885,Scooby-Doo's Super Case Book (Scooby-Doo),Vicki Berger Erwin,,,,csv
0804116113,California Fire and Life,Don Winslow,,,,csv
0913367273,International Inductive Study New Testam,New Berkely Version,,,,csv
8571648395,O homem que matou GetÃºlio Vargas: Biografia de um anarquista,JÃ´ Soares,,,,csv
069081612X,They Showed the Way: Forty American Negro Leaders.,Charlemae Hill Rollins,,,,csv
0671508539,"SPAN/ENG DICT    R      GLISH-SPANISH DICTIONARY, THE",Carlos Castillo,,,,csv
0671028189,"Bridal Bedlam: Sabrina, The Teenage Witch #23",Diana G. Gallagher,,,,csv
1400060761,The Psycho Ex Game : A Novel (2004),MERRILL MARKOE,,,,csv
0816741379,"Along Came a Spider (Deadtime Stories , No 3)",A. G. Cascone,,,,csv
0152259503,The Enchanted Book: A Tale from Krakow,Janina Porazinska,,,,csv
156025582X,Hoax: Why Americans Are Suckered by White House Lies,Nicholas Von Hoffman,,,,csv
3423206039,G.L.A.M. ( GLAM).,Elke Naters,,,,csv
3492232000,Ein Liebhaber zuviel ist noch zu wenig.,Gaby Hauptmann,,,,csv
3499223031,Das Memorial.,Jose Saramago,,,,csv
0866252584,Plains Indians of North America (Original People),Robin May,,,,csv
3608933875,Stallone.,Emanuele Bernheim,,,,csv
0962857920,I Saw Him in Your Eyes,Ace Collins,,,,csv
0307155498,Sesame Street Word Book,Tom Leigh,,,,csv
0767910303,The Epicure's Lament,KATE CHRISTENSEN,,,,csv
2290313947,Rester vivant et autres textes,Michel Houellebecq,,,,csv
0140505032,The Complete Adventures of Tom Kitten: And His Friends (Picture Puffin S.),Beatrix Potter,,,,csv
0064421767,Spider-Man: Your Friendly Neighborhood Spider-Man,Kitty Richards,,,,csv
0439468205,Scooby-Doo Movie Ultimate Joke Book,T. E. J. Dow,,,,csv
0816763402,Garfield's Big Book of Excellent Excuses,Jim Davis,,,,csv
0312305281,Hard as Nails: A Joe Kurtz Novel,Dan Simmons,,,,csv
0531047431,Biology (Franklin Watts Science World),Ifor Evans,,,,csv
0439365864,"Scooby-Doo and the Phantom Cowboy (Scooby-Doo, 3)",Jesse Leon McCann,,,,csv
0803760884,Why Mosquitoes Buzz in People's Ears: A West African Tale (Pied Piper Book),Verna Aardema,,,,csv
0060240032,In the Year of the Boar and Jackie Robinson,Bette Lord,,,,csv
0312989482,Hard Freeze (A Joe Kurtz Novel),Dan Simmons,,,,csv
0763610437,Informania Sharks (Informania (Paper)),Christopher Maynard,,,,csv
0690013590,Bridge to Terabithia,Katherine Paterson,,,,csv
0670031798,Alpha and Omega: The Search for the Beginning and End of the Universe,Charles Seife,,,,csv
0899192238,Harry and the Terrible Whatzit,Dick Gackenbach,,,,csv
0690628854,Plants in winter (A Lets-read-and-find-out science book),Joanna Cole,,,,csv
0595196667,"The Bluegrass Conspiracy: An Inside Story of Power, Greed, Drugs and Murder",Sally Denton,,,,csv
0440453275,The Mariah Delany Lending Library Disaster,Sheila Greenwald,,,,csv
0439344441,Why Me?,Rebecca Gomez,,,,csv
3442452597,Die Gierigen und die Gerechten.,Scott Turow,,,,csv
081670645X,Amazing Mark (Happy Times Adventures),Robyn Supraner,,,,csv
0890190399,Coyote Stories of the Navajo People,Robert A. Roessel,,,,csv
1558530851,Jack Daniel's Hometown Celebration Cookbook,Pat Mitchamore,,,,csv
0307988058,Anastasia (Anastasia),Kari James,,,,csv
0520217551,The Teachings of Don Juan: A Yaqui Way of Knowledge,Carlos Castaneda,,,,csv
0717219240,Coyote (Nature's Children),Caroline Greenland,,,,csv
0064430200,Mr. Rabbit and the Lovely Present,Charlotte Zolotow,,,,csv
0531146499,How to Build a Robot: By Clive Gifford ; Illustrated by Tim Benton (How to),Clive Gifford,,,,csv
3453865111,Auge um Auge.,Jack Higgins,,,,csv
0880015144,Home Body,John Thorne,,,,csv
0531146421,How to Meet Aliens (How to),Clive Gifford,,,,csv
1563520230,Critter Cuisine,Mary Ann Clayton,,,,csv
0060926295,The Hubble Wars: Astrophysics Meets Astropolitics in the Two-Billion-Dollar Struggle over the Hubble Space Telescope,Eric J. Chaisson,,,,csv
0531146472,How to Live on Mars (How to),Clive Gifford,,,,csv
0140145346,"The Emperor's New Mind: Concerning Computers, Minds, and the Laws of Physics",Roger Penrose,,,,csv
0440405874,David's Little Indian,Margaret Wise Brown,,,,csv
1564026736,A Quiet Night in,Jill Murphy,,,,csv
3453869702,Die italienische AffÃ?Â¤re. Roman.,Laura Fraser,,,,csv
0531146448,How to Build a Time Machine (How to),Hazel Richardson,,,,csv
074323359X,Misery,Stephen King,,,,csv
3404148916,Der Himmel Ã?Â¼ber Siena.,Francesca Santini,,,,csv
0816744394,"Garfield and the Beast in the Basement (Planet Reader, Chapter Book)",Jim Davis,,,,csv
0025518607,Miss Grimble presents delicious desserts,Sylvia Balser Hirsch,,,,csv
3453862910,Ein Tisch mit drei Beinen.,Ana Capella,,,,csv
0791000400,Pregnancy and Birth (The Encyclopedia of Heath),Dianne Hales,,,,csv
039596783X,How to Read a French Fry,Russ Parsons,,,,csv
3426621029,Denn alle Sicherheit ist trÃ?Â¼gerisch.,Susan Sloan,,,,csv
0816019282,Do-It-Yourself Medical Testing: 240 Tests You Can Perform at Home,Cathey Pinckney,,,,csv
0761308598,New Book Of Pharaohs (New Book Of... (Hardcover)),Anne Millard,,,,csv
0805013059,Howard and Gracie's Luncheonette,Steven Kroll,,,,csv
1886913137,"Hope, Human and Wild: True Stories of Living Lightly on the Earth",Bill McKibben,,,,csv
0517102595,Hide-and-Seek Kitten (Hide-and-Seek Series),Susan Robertson,,,,csv
354824954X,Im Schatten des Todes.,Elizabeth Peters,,,,csv
1564026043,The Pig in the Pond,Martin Waddell,,,,csv
0393025837,Ages of Gaia: A Biography of Our Living Earth (The Commonwealth Fund Book Program),James Lovelock,,,,csv
0671527851,EMMELINE,Judith Rossner,,,,csv
0737000201,Country Ways and Wisdom,Rosamond Richardson,,,,csv
0395137209,"Lyle, Lyle, Crocodile",Bernard Waber,,,,csv
3499234742,Studio 6. Sonderausgabe.,Liza Marklund,,,,csv
0671680021,GAIA: THE HUMAN JOURNEY FROM CHAOS TO COSMOS (Pocket New Age),"Elizabet, Dr. Sahtouris",,,,csv
0694524743,"The Lion, the Witch and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis,,,,csv
0892810807,"Gaia, a Way of Knowing: Political Implications of the New Biology",William Irwin Thompson,,,,csv
0030506069,"Where are you, Angela von Hauptmann, now that I need you?",Barbara Williams,,,,csv
1584855053,"Writing Smarts: A Girl's Guide to Writing Great Poetry, Stories, School Reports, and More!",Kerry Madden,,,,csv
0690010354,Courage to Adventure: Stories of Boys and Girls Growing Up With America,Child Study Association of America,,,,csv
0877547572,Flowering Plants: Magic in Bloom (Encyclopedia of Psychoactive Drugs. Series 1),Solomon H. Snyder,,,,csv
0940895366,"C.S. Lewis Mere Christian: Mere Christian, Fourth Edition",Kathryn Lindskoog,,,,csv
0812513509,Speaker for the Dead (Ender Wiggins Saga (Paperback)),Orson Scott Card,,,,csv
0723237735,Tale of Jemima Puddle-Duck,Beatrix Potter,,,,csv
0140447040,The Sixteen Satires (Penguin Classics),Juvenal,,,,csv
0871314592,A Six-Pack and a Fake I.D.: Teens Look at the Drinking Question,Daniel Cohen,,,,csv
0531087514,Some of the Kinder Planets,Tim Wynne-Jones,,,,csv
0440216982,In a Dark Place: The Story of a True Haunting,Ray Garton,,,,csv
0385320957,The Printer's Apprentice,Stephen Krensky,,,,csv
1859957803,Dracula (Temporis Collection),Elizabeth Miller,,,,csv
068981528X,The Three Little Wolves and the Big Bad Pig,Eugene Trivizas,,,,csv
0786002204,Walk into the Night,Beverly Bird,,,,csv
1862543089,Nature Strip,Leonie Stevens,,,,csv
0723237727,Tale of Tom Kitten,Beatrix Potter,,,,csv
0345419626,Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,,,,csv
0689318189,Tutankhamen's Gift,Robert Sabuda,,,,csv
0671297880,Just a Dog,Helen Griffiths,,,,csv
0688115047,Tye May and the Magic Brush,Molly Bang,,,,csv
0345409647,Interview With the Vampire,Anne Rice,,,,csv
344245395X,Zwillingspark.,John Darnton,,,,csv
3426625091,Auf ewig unvergessen. Sonderausgabe.,Phillip M. Margolin,,,,csv
0684126621,Once a Mouse...,Marcia Brown,,,,csv
0316135321,The Official Kids' Survival Kit: How to Do Things on Your Own,Elaine Chaback,,,,csv
0425060446,Elric of Melibone,Michael Moorcock,,,,csv
1568654979,Fault Lines Date,Tim Powers,,,,csv
014030925X,The Paper Airplane Book,Seymour Simon,,,,csv
0590372165,Fluffy's Valentine's Day (Hello Reader. Level 3),Kate McMullan,,,,csv
3426621037,Ich kehre zurÃ?Â¼ck nach Afrika.,Stefanie Gercke,,,,csv
0374508968,Rosshalde,Hermann Hesse,,,,csv
0396069800,The Horses the Indians Rode,Sigmund A. Lavine,,,,csv
0241134528,The constant mistress,Angela Lambert,,,,csv
0879758813,A Treatise on Toleration and Other Essays (Great Minds),Voltaire,,,,csv
0395613027,Sundiata: Lion King of Mali,David Wisniewski,,,,csv
0689314213,BY THE SEA,Mary Hofstrand,,,,csv
0140069828,Fools of fortune,William Trevor,,,,csv
0696015005,Better Homes and Gardens Step-By-Step Microwave Cook Book (Better Homes &amp; Gardens Step-By-Step),Better Homes and Gardens,,,,csv
0875182097,Judy Blume's Story,Betsy Lee,,,,csv
0816728143,Gift Of The Nile - Pbk,Jan M. Mike,,,,csv
3453124855,Die Erben von Hollywood.,Jackie Collins,,,,csv
081671715X,"Movie Madness (Apple Park Kids, No 4)",Lorraine Avery,,,,csv
0440408997,Maizon at Blue Hill,Jacqueline Woodson,,,,csv
0671498800,"PHANTOM DK OAKLC P (Sheldon, Ann. Linda Craig, #10.)",Ann Sheldon,,,,csv
0517413183,Rod Serling's Twilight Zone,Rod Serling,,,,csv
0590445677,Leah's Song,Eth Clifford,,,,csv
0064441741,Soap Soup and Other Verses (I Can Read),Karla Kuskin,,,,csv
157392010X,"If You Had to Choose, What Would You Do?",Sandra McLeod Humphrey,,,,csv
0696012200,Better Homes and Gardens All-Time Favorite Fish and Seafood Recipes,Better Homes and Gardens,,,,csv
0788019538,Keepin' It Real: A Young Teen Talks With God,Sandra McLeod Humphrey,,,,csv
1591020778,More If You Had to Choose What Would You Do?,Sandra McLeod Humphrey,,,,csv
0679462996,Real Boys' Voices,WILLIAM POLLACK,,,,csv
0963259687,Raven's Prey,Slim Randles,,,,csv
0590073346,Easy Experiments With Water Pollution,Harry Sootin,,,,csv
0816717052,Fifth Grade Flop (Making the Grade Series),Megan Stine,,,,csv
1885949006,From Light to Sound: The Spiritual Progression,Dennis . Holtje,,,,csv
3550069618,Sieben Jahre Tibet. Mein Leben am Hofe des Dalai Lama.,Heinrich Harrer,,,,csv
096325961X,Caught in the Sluice: Tales from Alaska's Gold Camps (Humorous Historical Fiction Set in Alaska),Neil Davis,,,,csv
0134232860,Prentice Hall Science: Sound and Light,Anthea Maton,,,,csv
0140105662,Most Beautiful House in the World,Witold Rybczynski,,,,csv
086592211X,Plesiosaurus (Dinosaur Lib Series),Rupert Oliver,,,,csv
0130562343,Baseball Basics (Sports Basics Books),Jack Frederick Lang,,,,csv
059074254X,Soccer Cousins (Hello Reader. Level 4),Jean Marzollo,,,,csv
0764500651,ATM for Dummies,Cathy Gadecki,,,,csv
0878574662,Healthy Cooking (Prevention Total Health System),Sharon Claessens,,,,csv
030726100X,"The Worst Helper Ever (Step-Into-Reading, Step 2)",RICHARD SCARRY,,,,csv
